dataformat_pdf_section,field_idx_raw_34,row_raw_34,section_raw_34,subsection_raw_34,field_raw_34,field_idx_raw_35,row_raw_35,section_raw_35,subsection_raw_35,field_raw_35,field_id_rawx,section_rawx,field_rawx,notes
1.5 Case Identification Data,1,1,N/A,N/A,IC,1,1,N/A,N/A,IC,1,caseid,ic,New case flag
1.5 Case Identification Data,2,1,N/A,N/A,SBASE,2,1,N/A,N/A,SBASE,2,caseid,sbase,System MVA base
1.5 Case Identification Data,3,1,N/A,N/A,REV,3,1,N/A,N/A,REV,3,caseid,rev,PSSE revision number
1.5 Case Identification Data,4,1,N/A,N/A,XFRRAT,4,1,N/A,N/A,XFRRAT,4,caseid,xfrrat,Units of transformer ratings
1.5 Case Identification Data,5,1,N/A,N/A,NXFRAT,5,1,N/A,N/A,NXFRAT,5,caseid,nxfrat,Units of ratings of non-transformer branches
1.5 Case Identification Data,6,1,N/A,N/A,BASFRQ,6,1,N/A,N/A,BASFRQ,6,caseid,basfrq,System base frequency in Hertz
1.5 Case Identification Data,N/A,1,N/A,N/A,N/A,7,1,N/A,N/A,N/A,7,caseid,title1,First line of the case title
1.5 Case Identification Data,N/A,1,N/A,N/A,N/A,8,1,N/A,N/A,N/A,8,caseid,title2,Second line of the case title
1.6.1 General Record,2,1,GENERAL,GENERAL,THRSHZ,2,1,GENERAL,GENERAL,THRSHZ,1,general,thrshz,the zero impedance line threshold tolerance
1.6.1 General Record,3,1,GENERAL,GENERAL,PQBRAK,3,1,GENERAL,GENERAL,PQBRAK,2,general,pqbrak,the constant power load characteristic voltage breakpoint
1.6.1 General Record,4,1,GENERAL,GENERAL,BLOWUP,4,1,GENERAL,GENERAL,BLOWUP,3,general,blowup,the largest voltage change threshold
1.6.1 General Record,N/A,1,N/A,N/A,N/A,5,1,GENERAL,N/A,N/A,4,general,maxisollvls,the maximum levels to move outward from a element when attempting to isolate it by breaker/switch actions
1.6.1 General Record,N/A,1,N/A,N/A,N/A,6,1,GENERAL,N/A,N/A,5,general,camaxreptsln,the maximum number of times to try and solve a contingency/remedial action
1.6.1 General Record,N/A,1,N/A,N/A,N/A,7,1,GENERAL,N/A,N/A,6,general,chkdupcntlbl,check for duplicate contingency labels when create DFAX file and running contingency analysis
1.6.2 GAUSS Record,2,1,GAUSS,GAUSS,ITMX,2,1,GAUSS,GAUSS,ITMX,1,gauss,itmx,the maximum number of iterations
1.6.2 GAUSS Record,3,1,GAUSS,GAUSS,ACCP,3,1,GAUSS,GAUSS,ACCP,2,gauss,accp,real component voltage change acceleration factor
1.6.2 GAUSS Record,4,1,GAUSS,GAUSS,ACCQ,4,1,GAUSS,GAUSS,ACCQ,3,gauss,accq,imaginary component voltage change acceleration factor
1.6.2 GAUSS Record,5,1,GAUSS,GAUSS,ACCM,5,1,GAUSS,GAUSS,ACCM,4,gauss,accm,type 1 bus complex voltage change acceleration factor in MSLV
1.6.2 GAUSS Record,6,1,GAUSS,GAUSS,TOL,6,1,GAUSS,GAUSS,TOL,5,gauss,tol,voltage magnitude change convergence tolerance
1.6.3 NEWTON Record,2,1,NEWTON,NEWTON,ITMXN,2,1,NEWTON,NEWTON,ITMXN,1,newton,itmxn,the maximum number of iterations
1.6.3 NEWTON Record,3,1,NEWTON,NEWTON,ACCN,3,1,NEWTON,NEWTON,ACCN,2,newton,accn,voltage magnitude setpoint change acceleration factor at voltage controlled buses
1.6.3 NEWTON Record,4,1,NEWTON,NEWTON,TOLN,4,1,NEWTON,NEWTON,TOLN,3,newton,toln,mismatch convergence tolerance
1.6.3 NEWTON Record,5,1,NEWTON,NEWTON,VCTOLQ,5,1,NEWTON,NEWTON,VCTOLQ,4,newton,vctolq,controlled bus reactive power mismatch convergence tolerance
1.6.3 NEWTON Record,6,1,NEWTON,NEWTON,VCTOLV,6,1,NEWTON,NEWTON,VCTOLV,5,newton,vctolv,controlled bus voltage error convergence tolerance
1.6.3 NEWTON Record,7,1,NEWTON,NEWTON,DVLIM,7,1,NEWTON,NEWTON,DVLIM,6,newton,dvlim,maximum votlage magnitude change that may be applied on any iteration
1.6.3 NEWTON Record,8,1,NEWTON,NEWTON,NDVFCT,8,1,NEWTON,NEWTON,NDVFCT,7,newton,ndvfct,non-divergent solution improvement factor
1.6.4 ADJUST Record,2,1,ADJUST,ADJUST,ADJTHR,2,1,ADJUST,ADJUST,ADJTHR,1,adjust,adjthr,automatic adjustment threshold tolerance
1.6.4 ADJUST Record,3,1,ADJUST,ADJUST,ACCTAP,3,1,ADJUST,ADJUST,ACCTAP,2,adjust,acctap,tap movement deceleration factor
1.6.4 ADJUST Record,4,1,ADJUST,ADJUST,TAPLIM,4,1,ADJUST,ADJUST,TAPLIM,3,adjust,taplim,maximum tap ratio change on any iteration
1.6.4 ADJUST Record,5,1,ADJUST,ADJUST,SWVBND,5,1,ADJUST,ADJUST,SWVBND,4,adjust,swvbnd,percent of voltage band switched shunts with voltage violations that are adjusted on any iteration
1.6.4 ADJUST Record,6,1,ADJUST,ADJUST,MXTPSS,6,1,ADJUST,ADJUST,MXTPSS,5,adjust,mxtpss,maximum number of tap and/or switched shunt adjustment cycles
1.6.4 ADJUST Record,7,1,ADJUST,ADJUST,MXSWIM,7,1,ADJUST,ADJUST,MXSWIM,6,adjust,mxswim,maximum number of induction machine state switchings
1.6.5 TYSL Record,2,1,TYSL,TYSL,ITMXTY,2,1,TYSL,TYSL,ITMXTY,1,tysl,itmxty,the maximum number of iterations
1.6.5 TYSL Record,3,1,TYSL,TYSL,ACCTY,3,1,TYSL,TYSL,ACCTY,2,tysl,accty,voltage change acceleration factor
1.6.5 TYSL Record,4,1,TYSL,TYSL,TOLTY,4,1,TYSL,TYSL,TOLTY,3,tysl,tolty,voltage magnitude change convergence tolerance
1.6.6 SOLVER Record,2,1,SOLVER,SOLVER,METHOD,2,1,SOLVER,SOLVER,METHOD,1,solver,method,"Name of the solution method (either FDNS, FNSL, NSOL, SOLV or MSLV)"
1.6.6 SOLVER Record,3,1,SOLVER,SOLVER,ACTAPS,3,1,SOLVER,SOLVER,ACTAPS,2,solver,actaps,the ac tap adjustment code
1.6.6 SOLVER Record,4,1,SOLVER,SOLVER,AREAIN,4,1,SOLVER,SOLVER,AREAIN,3,solver,areain,the area interchange adjustment code
1.6.6 SOLVER Record,5,1,SOLVER,SOLVER,PHSHFT,5,1,SOLVER,SOLVER,PHSHFT,4,solver,phshft,the phase shift adjustment code
1.6.6 SOLVER Record,6,1,SOLVER,SOLVER,DCTAPS,6,1,SOLVER,SOLVER,DCTAPS,5,solver,dctaps,the dc tap adjustment code
1.6.6 SOLVER Record,7,1,SOLVER,SOLVER,SWSHNT,7,1,SOLVER,SOLVER,SWSHNT,6,solver,swshnt,the dc tap adjustment code
1.6.6 SOLVER Record,8,1,SOLVER,SOLVER,FLATST,8,1,SOLVER,SOLVER,FLATST,7,solver,flatst,the flat start code
1.6.6 SOLVER Record,9,1,SOLVER,SOLVER,VARLIM,9,1,SOLVER,SOLVER,VARLIM,8,solver,varlim,the reactive power limit application code
1.6.6 SOLVER Record,10,1,SOLVER,SOLVER,NONDIV,10,1,SOLVER,SOLVER,NONDIV,9,solver,nondiv,the non-divergent solution code
1.6.7 RATING Record,2,1,RATING,RATING,RATING SET,2,1,RATING,RATING,RATING SET,1,rating,irate,the number of the rating set (1 through 12)
1.6.7 RATING Record,3,1,RATING,RATING,NAME,3,1,RATING,RATING,NAME,2,rating,name,a quoted string that contains the rating�s name (this is used as a column heading in several reports
1.6.7 RATING Record,4,1,RATING,RATING,DESCRIPTION,4,1,RATING,RATING,DESCRIPTION,3,rating,desc,a quoted string that contains the rating�s description
1.7 Bus Data,1,1,BUS DATA,BUS DATA,I,1,1,BUS DATA,BUS DATA,I,1,bus,ibus,Bus number
1.7 Bus Data,2,1,BUS DATA,BUS DATA,NAME,2,1,BUS DATA,BUS DATA,NAME,2,bus,name,Alphanumeric identifier assigned to bus
1.7 Bus Data,3,1,BUS DATA,BUS DATA,BASKV,3,1,BUS DATA,BUS DATA,BASKV,3,bus,baskv,Bus base voltage; entered in kV
1.7 Bus Data,4,1,BUS DATA,BUS DATA,IDE,4,1,BUS DATA,BUS DATA,IDE,4,bus,ide,Bus type code
1.7 Bus Data,5,1,BUS DATA,BUS DATA,AREA,5,1,BUS DATA,BUS DATA,AREA,5,bus,area,Area number
1.7 Bus Data,6,1,BUS DATA,BUS DATA,ZONE,6,1,BUS DATA,BUS DATA,ZONE,6,bus,zone,Zone number
1.7 Bus Data,7,1,BUS DATA,BUS DATA,OWNER,7,1,BUS DATA,BUS DATA,OWNER,7,bus,owner,Owner number
1.7 Bus Data,8,1,BUS DATA,BUS DATA,VM,8,1,BUS DATA,BUS DATA,VM,8,bus,vm,Bus voltage magnitude; entered in pu
1.7 Bus Data,9,1,BUS DATA,BUS DATA,VA,9,1,BUS DATA,BUS DATA,VA,9,bus,va,Bus voltage phase angle; entered in degrees
1.7 Bus Data,10,1,BUS DATA,BUS DATA,NVHI,10,1,BUS DATA,BUS DATA,NVHI,10,bus,nvhi,Normal voltage magnitude high limit; entered in pu.
1.7 Bus Data,11,1,BUS DATA,BUS DATA,NVLO,11,1,BUS DATA,BUS DATA,NVLO,11,bus,nvlo,"Normal voltage magnitude low limit, entered in pu."
1.7 Bus Data,12,1,BUS DATA,BUS DATA,EVHI,12,1,BUS DATA,BUS DATA,EVHI,12,bus,evhi,Emergency voltage magnitude high limit; entered in pu.
1.7 Bus Data,13,1,BUS DATA,BUS DATA,EVLO,13,1,BUS DATA,BUS DATA,EVLO,13,bus,evlo,Emergency voltage magnitude low limit; entered in pu.
1.8 Load Data,1,1,LOAD DATA,LOAD DATA,I,1,1,LOAD DATA,LOAD DATA,I,1,load,ibus,Bus number
1.8 Load Data,2,1,LOAD DATA,LOAD DATA,ID,2,1,LOAD DATA,LOAD DATA,ID,2,load,loadid,load identifier used to distinguish among multiple loads at bus I
1.8 Load Data,3,1,LOAD DATA,LOAD DATA,STATUS,3,1,LOAD DATA,LOAD DATA,STATUS,3,load,stat,Load status of one for in-service and zero for out-of-service
1.8 Load Data,4,1,LOAD DATA,LOAD DATA,AREA,4,1,LOAD DATA,LOAD DATA,AREA,4,load,area,Area to which the load is assigned
1.8 Load Data,5,1,LOAD DATA,LOAD DATA,ZONE,5,1,LOAD DATA,LOAD DATA,ZONE,5,load,zone,Zone to which the load is assigned
1.8 Load Data,6,1,LOAD DATA,LOAD DATA,PL,6,1,LOAD DATA,LOAD DATA,PL,6,load,pl,Active power component of constant MVA load; entered in MW.
1.8 Load Data,7,1,LOAD DATA,LOAD DATA,QL,7,1,LOAD DATA,LOAD DATA,QL,7,load,ql,Reactive power component of constant MVA load; entered in Mvar.
1.8 Load Data,8,1,LOAD DATA,LOAD DATA,IP,8,1,LOAD DATA,LOAD DATA,IP,8,load,ip,Active power component of constant current load; entered in MW at one per unit voltage.
1.8 Load Data,9,1,LOAD DATA,LOAD DATA,IQ,9,1,LOAD DATA,LOAD DATA,IQ,9,load,iq,Reactive power component of constant current load; entered in Mvar at one per unit voltage.
1.8 Load Data,10,1,LOAD DATA,LOAD DATA,YP,10,1,LOAD DATA,LOAD DATA,YP,10,load,yp,Active power component of constant admittance load; entered in MW at one per unit voltage.
1.8 Load Data,11,1,LOAD DATA,LOAD DATA,YQ,11,1,LOAD DATA,LOAD DATA,YQ,11,load,yq,Reactive power component of constant admittance load; entered in Mvar at one per unit voltage.
1.8 Load Data,12,1,LOAD DATA,LOAD DATA,OWNER,12,1,LOAD DATA,LOAD DATA,OWNER,12,load,owner,Owner to which the load is assigned
1.8 Load Data,13,1,LOAD DATA,LOAD DATA,SCALE,13,1,LOAD DATA,LOAD DATA,SCALE,13,load,scale,Load scaling flag of one for a scalable load and zero for a fixed load
1.8 Load Data,14,1,LOAD DATA,LOAD DATA,INTRPT,14,1,LOAD DATA,LOAD DATA,INTRPT,14,load,intrpt,Interruptible load flag of one for an interruptible load for zero for a non interruptible load.
1.8 Load Data,15,1,LOAD DATA,LOAD DATA,DGENP,15,1,LOAD DATA,LOAD DATA,DGENP,15,load,dgenp,Distributed Generation active power component; entered in units of MW.
1.8 Load Data,16,1,LOAD DATA,LOAD DATA,DGENQ,16,1,LOAD DATA,LOAD DATA,DGENQ,16,load,dgenq,Distributed Generation reactive power component; entered in units of MVAR
1.8 Load Data,17,1,LOAD DATA,LOAD DATA,DGENM,17,1,LOAD DATA,LOAD DATA,DGENM,17,load,dgenm,"Distributed Generation operation mode; 0 = distributed generation on feeder is OFF, 1 = distributed generation on feeder is ON."
1.8 Load Data,N/A,1,N/A,N/A,N/A,18,1,LOAD DATA,LOAD DATA,LOADTYPE,18,load,loadtype,Alphanumeric load type descriptor of up to twelve characters used to distinguish among different types of load
1.9 Fixed Bus Shunt Data,1,1,FIXED SHUNT DATA,FIXED SHUNT DATA,I,1,1,FIXED SHUNT DATA,FIXED SHUNT DATA,I,1,fixshunt,ibus,Bus number
1.9 Fixed Bus Shunt Data,2,1,FIXED SHUNT DATA,FIXED SHUNT DATA,ID,2,1,FIXED SHUNT DATA,FIXED SHUNT DATA,ID,2,fixshunt,shntid,alphanumeric fixed shunt identifier used to distinguish among multiple fixed shunts at bus
1.9 Fixed Bus Shunt Data,3,1,FIXED SHUNT DATA,FIXED SHUNT DATA,STATUS,3,1,FIXED SHUNT DATA,FIXED SHUNT DATA,STATUS,3,fixshunt,stat,Shunt status of one for in-service and zero for out-of-service
1.9 Fixed Bus Shunt Data,4,1,FIXED SHUNT DATA,FIXED SHUNT DATA,GL,4,1,FIXED SHUNT DATA,FIXED SHUNT DATA,GL,4,fixshunt,gl,Activecomponent of shunt admittance to ground; entered in MW at one per unit voltage
1.9 Fixed Bus Shunt Data,5,1,FIXED SHUNT DATA,FIXED SHUNT DATA,BL,5,1,FIXED SHUNT DATA,FIXED SHUNT DATA,BL,5,fixshunt,bl,Reactive component of shunt admittance to ground; entered in Mvar at one per unit voltage
1.10 Generator Data,1,1,GENERATOR DATA,GENERATOR DATA,I,1,1,GENERATOR DATA,GENERATOR DATA,I,1,generator,ibus,Bus number
1.10 Generator Data,2,1,GENERATOR DATA,GENERATOR DATA,ID,2,1,GENERATOR DATA,GENERATOR DATA,ID,2,generator,machid,alphanumeric machine identifier used to distinguish among multiple machines at bus
1.10 Generator Data,3,1,GENERATOR DATA,GENERATOR DATA,PG,3,1,GENERATOR DATA,GENERATOR DATA,PG,3,generator,pg,Generator active power output; entered in MW
1.10 Generator Data,4,1,GENERATOR DATA,GENERATOR DATA,QG,4,1,GENERATOR DATA,GENERATOR DATA,QG,4,generator,qg,Generator reactive power output; entered in Mvar
1.10 Generator Data,5,1,GENERATOR DATA,GENERATOR DATA,QT,5,1,GENERATOR DATA,GENERATOR DATA,QT,5,generator,qt,Maximum generator reactive power output; entered in Mvar
1.10 Generator Data,6,1,GENERATOR DATA,GENERATOR DATA,QB,6,1,GENERATOR DATA,GENERATOR DATA,QB,6,generator,qb,Minimum generator reactive power output; entered in Mvar
1.10 Generator Data,7,1,GENERATOR DATA,GENERATOR DATA,VS,7,1,GENERATOR DATA,GENERATOR DATA,VS,7,generator,vs,Regulated voltage setpoint; entered in pu.
1.10 Generator Data,8,1,GENERATOR DATA,GENERATOR DATA,IREG,8,1,GENERATOR DATA,GENERATOR DATA,IREG,8,generator,ireg,Bus number for which voltage is to be regulated by this plant to the value specified by VS
1.10 Generator Data,29,1,GENERATOR DATA,GENERATOR DATA,NREG,9,1,GENERATOR DATA,GENERATOR DATA,NREG,9,generator,nreg,A node number of bus IREG
1.10 Generator Data,9,1,GENERATOR DATA,GENERATOR DATA,MBASE,10,1,GENERATOR DATA,GENERATOR DATA,MBASE,10,generator,mbase,Total MVA base of the units represented by this machine; entered in MVA
1.10 Generator Data,10,1,GENERATOR DATA,GENERATOR DATA,ZR,11,1,GENERATOR DATA,GENERATOR DATA,ZR,11,generator,zr,"Complex machine impedance, ZSORCE; entered in pu on MBASE base"
1.10 Generator Data,11,1,GENERATOR DATA,GENERATOR DATA,ZX,12,1,GENERATOR DATA,GENERATOR DATA,ZX,12,generator,zx,"Complex machine impedance, ZSORCE; entered in pu on MBASE base"
1.10 Generator Data,12,1,GENERATOR DATA,GENERATOR DATA,RT,13,1,GENERATOR DATA,GENERATOR DATA,RT,13,generator,rt,"Step-up transformer impedance, XTRAN; entered in pu on MBASE base"
1.10 Generator Data,13,1,GENERATOR DATA,GENERATOR DATA,XT,14,1,GENERATOR DATA,GENERATOR DATA,XT,14,generator,xt,"Step-up transformer impedance, XTRAN; entered in pu on MBASE base"
1.10 Generator Data,14,1,GENERATOR DATA,GENERATOR DATA,GTAP,15,1,GENERATOR DATA,GENERATOR DATA,GTAP,15,generator,gtap,Step-up transformer off-nominal turns ratio; entered in pu on a system base. GTAP is used only if XTRAN is non-zero
1.10 Generator Data,15,1,GENERATOR DATA,GENERATOR DATA,STAT,16,1,GENERATOR DATA,GENERATOR DATA,STAT,16,generator,stat,Machine status of one for in-service and zero for out-of-service
1.10 Generator Data,16,1,GENERATOR DATA,GENERATOR DATA,RMPCT,17,1,GENERATOR DATA,GENERATOR DATA,RMPCT,17,generator,rmpct,Percent of the total Mvar required to hold the voltage at the bus controlled by bus I that are to be contributed by the generation at bus I
1.10 Generator Data,17,1,GENERATOR DATA,GENERATOR DATA,PT,18,1,GENERATOR DATA,GENERATOR DATA,PT,18,generator,pt,Maximum generator active power output; entered in MW.
1.10 Generator Data,18,1,GENERATOR DATA,GENERATOR DATA,PB,19,1,GENERATOR DATA,GENERATOR DATA,PB,19,generator,pb,Minimum generator active power output; entered in MW.
1.10 Generator Data,N/A,1,N/A,N/A,N/A,20,1,GENERATOR DATA,N/A,N/A,20,generator,baslod,Base loaded flag
1.10 Generator Data,19,1,GENERATOR DATA,GENERATOR DATA,O1,21,1,GENERATOR DATA,GENERATOR DATA,O1,21,generator,o1,Owner number
1.10 Generator Data,20,1,GENERATOR DATA,GENERATOR DATA,F1,22,1,GENERATOR DATA,GENERATOR DATA,F1,22,generator,f1,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,21,1,GENERATOR DATA,GENERATOR DATA,O2,23,1,GENERATOR DATA,GENERATOR DATA,O2,23,generator,o2,Owner number
1.10 Generator Data,22,1,GENERATOR DATA,GENERATOR DATA,F2,24,1,GENERATOR DATA,GENERATOR DATA,F2,24,generator,f2,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,23,1,GENERATOR DATA,GENERATOR DATA,O3,25,1,GENERATOR DATA,GENERATOR DATA,O3,25,generator,o3,Owner number
1.10 Generator Data,24,1,GENERATOR DATA,GENERATOR DATA,F3,26,1,GENERATOR DATA,GENERATOR DATA,F3,26,generator,f3,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,25,1,GENERATOR DATA,GENERATOR DATA,O4,27,1,GENERATOR DATA,GENERATOR DATA,O4,27,generator,o4,Owner number
1.10 Generator Data,26,1,GENERATOR DATA,GENERATOR DATA,F4,28,1,GENERATOR DATA,GENERATOR DATA,F4,28,generator,f4,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,27,1,GENERATOR DATA,GENERATOR DATA,WMOD,29,1,GENERATOR DATA,GENERATOR DATA,WMOD,29,generator,wmod,Machine control mode
1.10 Generator Data,28,1,GENERATOR DATA,GENERATOR DATA,WPF,30,1,GENERATOR DATA,GENERATOR DATA,WPF,30,generator,wpf,Power factor used in calculating reactive power limits or output when WMOD is 2 or 3
1.11 Non-Transformer Branch Data,1,1,BRANCH DATA,BRANCH DATA,I,1,1,BRANCH DATA,BRANCH DATA,I,1,acline,ibus,Branch from bus number
1.11 Non-Transformer Branch Data,2,1,BRANCH DATA,BRANCH DATA,J,2,1,BRANCH DATA,BRANCH DATA,J,2,acline,jbus,Branch to bus number
1.11 Non-Transformer Branch Data,3,1,BRANCH DATA,BRANCH DATA,CKT,3,1,BRANCH DATA,BRANCH DATA,CKT,3,acline,ckt,alphanumeric branch circuit identifier
1.11 Non-Transformer Branch Data,4,1,BRANCH DATA,BRANCH DATA,R,4,1,BRANCH DATA,BRANCH DATA,R,4,acline,rpu,Branch resistance; entered in pu.
1.11 Non-Transformer Branch Data,5,1,BRANCH DATA,BRANCH DATA,X,5,1,BRANCH DATA,BRANCH DATA,X,5,acline,xpu,Branch reactance; entered in pu
1.11 Non-Transformer Branch Data,6,1,BRANCH DATA,BRANCH DATA,B,6,1,BRANCH DATA,BRANCH DATA,B,6,acline,bpu,Total branch charging susceptance; entered in pu.
1.11 Non-Transformer Branch Data,7,1,BRANCH DATA,BRANCH DATA,NAME,7,1,BRANCH DATA,BRANCH DATA,NAME,7,acline,name,Alphanumeric identifier assigned to the branch
1.11 Non-Transformer Branch Data,8,1,BRANCH DATA,BRANCH DATA,RATE1,8,1,BRANCH DATA,BRANCH DATA,RATE1,8,acline,rate1,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,9,1,BRANCH DATA,BRANCH DATA,RATE2,9,1,BRANCH DATA,BRANCH DATA,RATE2,9,acline,rate2,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,10,1,BRANCH DATA,BRANCH DATA,RATE3,10,1,BRANCH DATA,BRANCH DATA,RATE3,10,acline,rate3,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,11,1,BRANCH DATA,BRANCH DATA,RATE4,11,1,BRANCH DATA,BRANCH DATA,RATE4,11,acline,rate4,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,12,1,BRANCH DATA,BRANCH DATA,RATE5,12,1,BRANCH DATA,BRANCH DATA,RATE5,12,acline,rate5,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,13,1,BRANCH DATA,BRANCH DATA,RATE6,13,1,BRANCH DATA,BRANCH DATA,RATE6,13,acline,rate6,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,14,1,BRANCH DATA,BRANCH DATA,RATE7,14,1,BRANCH DATA,BRANCH DATA,RATE7,14,acline,rate7,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,15,1,BRANCH DATA,BRANCH DATA,RATE8,15,1,BRANCH DATA,BRANCH DATA,RATE8,15,acline,rate8,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,16,1,BRANCH DATA,BRANCH DATA,RATE9,16,1,BRANCH DATA,BRANCH DATA,RATE9,16,acline,rate9,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,17,1,BRANCH DATA,BRANCH DATA,RATE10,17,1,BRANCH DATA,BRANCH DATA,RATE10,17,acline,rate10,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,18,1,BRANCH DATA,BRANCH DATA,RATE11,18,1,BRANCH DATA,BRANCH DATA,RATE11,18,acline,rate11,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,19,1,BRANCH DATA,BRANCH DATA,RATE12,19,1,BRANCH DATA,BRANCH DATA,RATE12,19,acline,rate12,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,20,1,BRANCH DATA,BRANCH DATA,GI,20,1,BRANCH DATA,BRANCH DATA,GI,20,acline,gi,Complex admittance of the line shunt at the bus I end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,21,1,BRANCH DATA,BRANCH DATA,BI,21,1,BRANCH DATA,BRANCH DATA,BI,21,acline,bi,Complex admittance of the line shunt at the bus I end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,22,1,BRANCH DATA,BRANCH DATA,GJ,22,1,BRANCH DATA,BRANCH DATA,GJ,22,acline,gj,Complex admittance of the line shunt at the bus J end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,23,1,BRANCH DATA,BRANCH DATA,BJ,23,1,BRANCH DATA,BRANCH DATA,BJ,23,acline,bj,Complex admittance of the line shunt at the bus J end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,24,1,BRANCH DATA,BRANCH DATA,ST,24,1,BRANCH DATA,BRANCH DATA,ST,24,acline,stat,Branch status of one for in-service and zero for out-of-service
1.11 Non-Transformer Branch Data,25,1,BRANCH DATA,BRANCH DATA,MET,25,1,BRANCH DATA,BRANCH DATA,MET,25,acline,method,Metered end flag
1.11 Non-Transformer Branch Data,26,1,BRANCH DATA,BRANCH DATA,LEN,26,1,BRANCH DATA,BRANCH DATA,LEN,26,acline,len,Line length; entered in user-selected units
1.11 Non-Transformer Branch Data,27,1,BRANCH DATA,BRANCH DATA,O1,27,1,BRANCH DATA,BRANCH DATA,O1,27,acline,o1,Owner number
1.11 Non-Transformer Branch Data,28,1,BRANCH DATA,BRANCH DATA,F1,28,1,BRANCH DATA,BRANCH DATA,F1,28,acline,f1,Fraction of total ownership assigned to owner Oi
1.11 Non-Transformer Branch Data,29,1,BRANCH DATA,BRANCH DATA,O2,29,1,BRANCH DATA,BRANCH DATA,O2,29,acline,o2,Owner number
1.11 Non-Transformer Branch Data,30,1,BRANCH DATA,BRANCH DATA,F2,30,1,BRANCH DATA,BRANCH DATA,F2,30,acline,f2,Fraction of total ownership assigned to owner Oi
1.11 Non-Transformer Branch Data,31,1,BRANCH DATA,BRANCH DATA,O3,31,1,BRANCH DATA,BRANCH DATA,O3,31,acline,o3,Owner number
1.11 Non-Transformer Branch Data,32,1,BRANCH DATA,BRANCH DATA,F3,32,1,BRANCH DATA,BRANCH DATA,F3,32,acline,f3,Fraction of total ownership assigned to owner Oi
1.11 Non-Transformer Branch Data,33,1,BRANCH DATA,BRANCH DATA,O4,33,1,BRANCH DATA,BRANCH DATA,O4,33,acline,o4,Owner number
1.11 Non-Transformer Branch Data,34,1,BRANCH DATA,BRANCH DATA,F4,34,1,BRANCH DATA,BRANCH DATA,F4,34,acline,f4,Fraction of total ownership assigned to owner Oi
1.12 System Switching Device Data,1,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,I,1,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,I,1,sysswd,ibus,From bus number
1.12 System Switching Device Data,2,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,J,2,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,J,2,sysswd,jbus,To bus number
1.12 System Switching Device Data,3,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,CKT,3,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,CKT,3,sysswd,ckt,Two-character uppercase non-blank alphanumeric switching device identifier
1.12 System Switching Device Data,4,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,X,4,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,X,4,sysswd,xpu,"Branch reactance; entered in pu, must be less than ZTHRES"
1.12 System Switching Device Data,5,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE1,5,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE1,5,sysswd,rate1,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
